,Name,Desc,Framework Type,Related Platform / Languages,Added,Framework Provider,Asset Home Page (URL),Repository / Source Code,Version,Terms Of Service URL,Is the Framework Source Code Non-Proprietary ?,Type of License if Non-Proprietary,Device specific,Framework does not belong to a Company,Docs Home Page URL,Supported Request Formats,Supported Response Formats,Offers Hypermedia Support
340,Stapes JavaScript Framework by Hay Kranen," The Stapes.js JavaScript framework aims to allow the design of an application to be objective on the setup and style of coding. The framework allows for developers to code using models, views and controllers, modules, jQuery, Zepto, React, and many others.",Framework,JavaScript,"October 8, 2015",Independent Developer,http://hay.github.io/stapes/,https://github.com/hay/stapes,,,No,,No,No,,,,No
341,Scorched Ruby Framework by Tom Wardrop," The Scorched framework is a Ruby framework that aims to be a generic, DRY, light-weight web framework for Ruby. It offers a generic set of constructs for processing HTTP requests, with websites and applications of different scales can be used to be built.",Framework,Ruby,"October 25, 2015",Independent Developer,http://scorchedrb.com/,https://github.com/wardrop/Scorched,,,No,,No,No,,,,No
342,Cuba Ruby Framework by Michel Martens," The Cuba Ruby Framework is a microframework that offers developers a mapper for Rack applications, inspired by Rum, a unified mapper for Rack applications.",Framework,Ruby,"October 25, 2015",Independent Developer,http://cuba.is/,https://github.com/soveran/cuba,,,No,,No,No,,,,No
343,Wru JavaScript Framework by Andrea Giammarchi," Wru is a JavaScript framework that intends to offer an essential, general purpose test framework compatible with web environment, node.js,Rhino, and PhantomJS.",Framework,JavaScript,"October 8, 2015",Independent Developer,https://github.com/WebReflection/wru,https://github.com/WebReflection/wru,,,No,,No,No,,,,No
344,Guggenheim JavaScript Framework by Will McKenzie," The JavaScript framework Guggenheim.js offers developers a framework for agnostic plugin to create interactive galleries. It uses CSS3 animation (with a fallback to Javascript) to create animated filtering, reordering and pagination of a gallery.",Framework,JavaScript,"October 8, 2015",Independent Developer,http://oinutter.co.uk/guggenheim.js/,https://github.com/OiNutter/guggenheim.js,,,No,,No,No,,,,No
345,PatternLab PHP Framework by Pattern Lab," The PHP version of Pattern Lab aims to be a static site generator. The framework combines platform-agnostic assets, like the Mustache-based patterns and the JavaScript-based viewer, with a PHP-based ""builder"" that builds the Pattern Lab site. By making it a static site generator, Pattern Lab aims to separate patterns, data, and presentation from build logic.",Framework,PHP,"October 8, 2015",Independent Developer,http://patternlab.io/,https://github.com/pattern-lab/patternlab-php,,,No,,No,No,,,,No
346,Nerve JavaScript Framework by Jstandish, The Nerve JavaScript Framework by Jstandish aims to be an asynchronous javascript micro framework for event broadcasts along routes and channels.,Framework,JavaScript,"October 8, 2015",Independent Developer,https://github.com/jstandish/nerve,https://github.com/jstandish/nerve,,,No,,No,No,,,,No
347,Styleguide Node.js Framework by Lars Kappert, The Node.js framework Style Guide aims to be a simple styleguide framework. It offers developers aninstall component-styleguide into a styleguide project with minimal impact. The frameworks realted to http://patternlab.io.,Framework,JavaScript,"October 8, 2015",Independent Developer,https://github.com/webpro/component-styleguide,https://github.com/webpro/component-styleguide,,,No,,No,No,,,,No
348,Nuclear JavaScript Framework by Optimizely, The Nuclear JavaScript Framework by Optimizely aims to be a reactive flux built with ImmutableJS data structures.,Framework,JavaScript,"October 8, 2015",Optimizely,https://optimizely.github.io/nuclear-js/,https://github.com/optimizely/nuclear-js,,,No,,No,No,,,,No
349,WebRx JavaScript Framework by WebRx," The JavaScript Framework WebRx aims to be a Javascript MVVM-Framework built on ReactiveX for Javascript (RxJs) that combines functional-reactive programming with Observable-driven declarative Data-Binding, Features also include templating and Client-Side Routing.",Framework,JavaScript,"October 8, 2015",WebRxJS,http://webrxjs.org/,https://github.com/WebRxJS/WebRx,,,No,,No,No,,,,No
350,JSBlocks JavaScript Framework by Antonio Stoilkov, The JSBlocks JavaScript Framework by Antonio Stoilkov offers developers a user interface for complex single-page applications using a server-side rendered framework,Framework,JavaScript,"October 8, 2015",Independent Developer,http://jsblocks.com/,https://github.com/astoilkov/jsblocks,,,No,,No,No,,,,No
351,Maria JavaScript Framework by Peter Michaux, The MVC framework is intended for JavaScript applications. The framework is aimed at developers who use real MVC such as The Smalltalk MVC and The Gang of Four MVC. The framework is written in JavaScript.,Framework,JavaScript,"October 8, 2015",Independent Developer,https://github.com/petermichaux/maria,https://github.com/petermichaux/maria,,,No,,No,No,,,,No
352,Phaser JavaScript Framework by Richard Davey," The Phaser JavaScript Framework by Richard Davey is intended to be a free 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering. ",Framework,JavaScript,"October 8, 2015",Independent Developer,http://phaser.io/,https://github.com/photonstorm/phaser,,,No,,No,No,,,,No
353,Opentip JavaScript Framework by Matias Meno, The Opentip JavaScript Framework by Matias Meno aims to be a javascript tooltip. It offers uses for adapters to make the framework available for all major frameworks and provides a native adapter that works without a framework.,Framework,JavaScript,"October 8, 2015",Independent Developer,http://www.opentip.org/,https://github.com/enyo/opentip,,,No,,No,No,,,,No
354,Qunit JavaScript Framework by jQuery, The Qunit JavaScript Framework by jQuery aims to be a powerful JavaScript unit testing framework. The framework is intended for jQuery UI and jQuery Mobile projects and allows for testing generic JavaScript code including the framework itself.,Framework,JavaScript,"October 8, 2015",The jQuery Foundation,http://qunitjs.com/,https://github.com/jquery/qunit,,,No,,No,No,,,,No
355,Derby JavaScript Framework by Derby," The Derby Framework offers developers a MVC framework to write realtime, collaborative applications that run in both Node.js and browsers.",Framework,JavaScript,"September 29, 2015",Independent Developer,http://derbyjs.com/,https://github.com/derbyjs/derby,,,No,,No,No,,,,No
356,Mithril JavaScript Framework by Leo Horie," The Mithril JavaScript Framework by Leo Horie aims to be a client-side MVC framework, The framework offers developers a tool to organize code in a way that facilitates maintenance and organization.",Framework,JavaScript,"October 1, 2015",Independent Developer,http://mithril.js.org/,https://github.com/lhorie/mithril.js,,,No,,No,No,,,,No
357,Aurelia JavaScript Framework by Durandal, The Aurelia Framework aims to be a library that offers part of the Aurelia platform and contains the aurelia framework which brings together all the required core aurelia libraries into an application-building platform.,Framework,JavaScript,"September 29, 2015",Durandal,http://aurelia.io/,https://github.com/aurelia/framework,,,No,,No,No,,,,No
358,Noduino JavaScript Framework by Sebastian Müller," The JavaScript framework by Sebastian Müller allows for developers to create a JavaScript and Node.js Framework for accessing basic Arduino controls from Web Applications using HTML5, Socket.IO and Node.js.",Framework,JavaScript,"October 1, 2015",Independent Developer,http://sbstjn.github.io/noduino/,https://github.com/sbstjn/noduino,,,No,,No,No,,,,No
359,Prototype JavaScript Framework by Sam Stephenson," Prototype is a JavaScript framework that aims to ease development of dynamic web applications. It offers a familiar class-style OO framework, extensive Ajax support, higher-order programming constructs, and easy DOM manipulation.",Framework,JavaScript,"October 1, 2015",Independent Developer,http://prototypejs.org/,https://github.com/sstephenson/prototype,,,No,,No,No,,,,No
360,Babylon JavaScript Framework by Babylon," Babylon.js aims to be a complete JavaScript framework for building 3D games with HTML 5 and WebGL. A web browser is required to run the framework, and it currently supports Internet Explorer 11+, Firefox 4+, Google Chrome 9+, Opera 12+ and others.",Framework,JavaScript,"September 29, 2015",Independent Developer,http://www.babylonjs.com/,https://github.com/BabylonJS/Babylon.js,,,No,,No,No,,,,No
361,ColorBox JavaScript Framework by Jack Moore, The ColorBox JavaScript Framework by Jack Moore offers developers a customizable lightbox plugin for jQuery.,Framework,JavaScript,"September 29, 2015",Independent Developer,http://www.jacklmoore.com/colorbox/,https://github.com/jackmoore/colorbox,,,No,,No,No,,,,No
362,Holder JavaScript Framework by Ivan Malopinsky," The Holder.js Framework aims to render image placeholders entirely in a browser. The framework offers customer colors, fonts, resizing behavior, and rendering engine.",Framework,JavaScript,"September 29, 2015",Independent Developer,http://holderjs.com/,https://github.com/imsky/holder,,,No,,No,No,,,,No
363,FlexSlider JavaScript Framework by WooThemes," FlexSlider JavaScript Framework aims to be a responsive Jquery slider toolkit. The framework offers developers support for all major browsers, callback API, multiple slider support, and customer navigation options.",Framework,JavaScript,"September 29, 2015",WooThemes,http://www.woothemes.com/flexslider/,https://github.com/woothemes/FlexSlider,,,No,,No,No,,,,No
